word,count
433,5
438,5
440,5
441,5
444,5
449,5
460,5
461,5
464,5
473,5
480,5
494,5
497,5
516,5
517,5
530,5
532,5
536,5
543,5
544,5
545,5
547,5
556,5
558,5
559,5
560,5
561,5
562,5
569,5
592,5
595,5
604,5
608,5
612,5
613,5
618,5
620,5
621,5
625,5
628,5
629,5
634,5
635,5
638,5
651,5
658,5
660,5
668,5
671,5
674,5
677,5
679,5
693,5
696,5
701,5
710,5
711,5
729,5
733,5
735,5
748,5
753,5
754,5
756,5
760,5
762,5
763,5
771,5
776,5
820,5
823,5
834,5
837,5
841,5
846,5
850,5
862,5
872,5
880,5
881,5
884,5
901,5
903,5
908,5
912,5
916,5
921,5
931,5
933,5
934,5
937,5
941,5
942,5
944,5
948,5
958,5
964,5
968,5
976,5
978,5
988,5
995,5
105,4
112,4
116,4
122,4
144,4
150,4
151,4
153,4
169,4
173,4
177,4
189,4
197,4
209,4
212,4
214,4
215,4
217,4
224,4
229,4
231,4
233,4
244,4
248,4
251,4
252,4
253,4
265,4
272,4
278,4
281,4
301,4
311,4
313,4
322,4
329,4
330,4
333,4
337,4
350,4
355,4
358,4
360,4
361,4
371,4
390,4
392,4
395,4
400,4
407,4
414,4
422,4
423,4
425,4
426,4
429,4
430,4
436,4
437,4
439,4
447,4
450,4
451,4
455,4
477,4
479,4
482,4
487,4
488,4
489,4
492,4
509,4
513,4
519,4
520,4
526,4
568,4
574,4
575,4
576,4
577,4
578,4
589,4
593,4
597,4
598,4
602,4
614,4
616,4
622,4
623,4
624,4
631,4
644,4
650,4
657,4
666,4
681,4
683,4
689,4
690,4
700,4
706,4
712,4
714,4
716,4
717,4
720,4
723,4
724,4
728,4
731,4
737,4
739,4
743,4
749,4
755,4
759,4
767,4
773,4
774,4
777,4
783,4
786,4
791,4
793,4
796,4
797,4
799,4
804,4
805,4
806,4
812,4
822,4
828,4
838,4
840,4
858,4
866,4
875,4
886,4
891,4
899,4
906,4
909,4
917,4
926,4
928,4
932,4
940,4
991,4
992,4
998,4
103,3
104,3
107,3
119,3
125,3
128,3
132,3
137,3
139,3
148,3
149,3
155,3
156,3
158,3
159,3
160,3
161,3
163,3
165,3
172,3
176,3
187,3
192,3
195,3
196,3
205,3
208,3
222,3
228,3
237,3
238,3
240,3
246,3
264,3
273,3
274,3
279,3
280,3
283,3
293,3
295,3
298,3
305,3
319,3
327,3
335,3
342,3
343,3
349,3
353,3
354,3
357,3
375,3
380,3
383,3
387,3
393,3
401,3
406,3
409,3
412,3
424,3
431,3
435,3
445,3
448,3
452,3
453,3
459,3
463,3
466,3
481,3
485,3
486,3
499,3
503,3
506,3
507,3
518,3
521,3
523,3
527,3
529,3
533,3
537,3
541,3
542,3
548,3
549,3
551,3
552,3
570,3
571,3
572,3
579,3
580,3
605,3
606,3
607,3
611,3
617,3
626,3
627,3
632,3
633,3
636,3
637,3
642,3
645,3
653,3
654,3
656,3
662,3
669,3
676,3
685,3
688,3
691,3
698,3
707,3
715,3
719,3
721,3
722,3
725,3
727,3
740,3
742,3
746,3
750,3
751,3
758,3
764,3
765,3
766,3
769,3
775,3
781,3
7839,3
784,3
794,3
808,3
816,3
817,3
819,3
826,3
827,3
839,3
842,3
844,3
848,3
855,3
863,3
864,3
870,3
874,3
876,3
877,3
878,3
882,3
889,3
892,3
894,3
905,3
919,3
9286,3
929,3
949,3
967,3
969,3
984,3
987,3
996,3
997,3
999,3
114,2
1160,2
117,2
120,2
1207,2
123,2
1231,2
129,2
141,2
142,2
145,2
1499,2
154,2
1557,2
164,2
166,2
171,2
179,2
184,2
185,2
1926,2
1956,2
198,2
199,2
203,2
2058,2
213,2
2205,2
223,2
249,2
256,2
263,2
2649,2
268,2
269,2
270,2
2729,2
276,2
2823,2
2834,2
284,2
2898,2
2946,2
307,2
308,2
317,2
323,2
3339,2
3422,2
346,2
352,2
3574,2
370,2
374,2
3747,2
3801,2
382,2
394,2
408,2
410,2
432,2
446,2
465,2
467,2
468,2
469,2
470,2
471,2
484,2
501,2
510,2
512,2
540,2
5529,2
5554,2
566,2
567,2
5682,2
5776,2
581,2
582,2
583,2
5839,2
584,2
587,2
588,2
591,2
599,2
610,2
615,2
619,2
6333,2
6418,2
6450,2
647,2
648,2
649,2
652,2
655,2
6570,2
667,2
670,2
672,2
702,2
703,2
7074,2
709,2
7188,2
7205,2
7238,2
738,2
747,2
7533,2
7536,2
7585,2
770,2
7830,2
7898,2
807,2
814,2
8175,2
832,2
8389,2
843,2
845,2
8544,2
856,2
865,2
8660,2
8680,2
879,2
890,2
895,2
9081,2
911,2
915,2
918,2
920,2
9235,2
9277,2
9287,2
9312,2
951,2
9572,2
9609,2
9612,2
974,2
979,2
981,2
989,2
994,2
1004,1
1006,1
1011,1
1043,1
1045,1
1050,1
1051,1
108,1
1082,1
1090,1
1091,1
1092,1
110,1
1108,1
1117,1
1147,1
1150,1
1152,1
1164,1
1166,1
1170,1
1192,1
1193,1
1202,1
1203,1
1237,1
1271,1
1283,1
1294,1
1300,1
1316,1
1325,1
1329,1
1348,1
1349,1
135,1
1351,1
1359,1
136,1
1360,1
1378,1
1398,1
1399,1
140,1
1402,1
1403,1
1409,1
1417,1
1440,1
1450,1
1460,1
1462,1
1464,1
1469,1
1474,1
1476,1
1477,1
1498,1
1520,1
1531,1
1544,1
1552,1
1554,1
1571,1
1573,1
1591,1
1592,1
1606,1
1610,1
1615,1
1625,1
1637,1
1651,1
1664,1
1665,1
1685,1
1690,1
1709,1
1715,1
1729,1
1751,1
1776,1
1789,1
1798,1
1799,1
1823,1
1824,1
1825,1
1831,1
1836,1
1840,1
1875,1
1877,1
1879,1
1886,1
1893,1
1894,1
1897,1
191,1
1945,1
1949,1
1950,1
1951,1
1961,1
1966,1
1972,1
1985,1
2004,1
2010,1
202,1
2036,1
2038,1
2051,1
2053,1
2079,1
2080,1
2124,1
2129,1
2132,1
2145,1
216,1
2161,1
2170,1
2175,1
2184,1
219,1
2194,1
2202,1
2206,1
2207,1
2223,1
2233,1
2244,1
2266,1
2294,1
2295,1
2323,1
2327,1
2332,1
2334,1
234,1
2353,1
2368,1
2379,1
2390,1
2393,1
2398,1
2403,1
2409,1
2410,1
2412,1
2427,1
2436,1
2437,1
245,1
2458,1
2469,1
2470,1
2477,1
2502,1
2510,1
2518,1
2519,1
254,1
2544,1
2559,1
2568,1
2572,1
2583,1
2585,1
2593,1
2609,1
2614,1
2659,1
266,1
2673,1
2685,1
2689,1
2691,1
2692,1
2699,1
2700,1
2710,1
2726,1
2728,1
2733,1
2734,1
2756,1
2766,1
2780,1
2786,1
2788,1
2794,1
282,1
2857,1
2863,1
287,1
2880,1
2890,1
2894,1
2895,1
2896,1
2899,1
2911,1
2917,1
2922,1
2942,1
2948,1
2954,1
2964,1
2971,1
2976,1
2981,1
2982,1
2985,1
2987,1
2998,1
3007,1
3011,1
3019,1
303,1
3046,1
3054,1
3055,1
3072,1
3105,1
3126,1
3128,1
3134,1
3139,1
3140,1
3163,1
3170,1
3171,1
3181,1
3208,1
3213,1
3215,1
3262,1
3263,1
3266,1
3280,1
3282,1
3288,1
3303,1
3307,1
3309,1
3310,1
3314,1
3315,1
3344,1
3348,1
3352,1
3355,1
3360,1
3364,1
3380,1
3381,1
3386,1
3395,1
3415,1
3418,1
3420,1
3446,1
3450,1
3461,1
3467,1
3471,1
348,1
3489,1
3499,1
3510,1
3511,1
3528,1
3536,1
3545,1
3568,1
3581,1
3582,1
3585,1
359,1
3608,1
3624,1
3634,1
3647,1
366,1
3674,1
3675,1
3677,1
3681,1
3709,1
3718,1
3723,1
3746,1
3764,1
3769,1
3792,1
3809,1
3814,1
3820,1
3823,1
3836,1
385,1
3850,1
3853,1
3859,1
3862,1
3868,1
3885,1
3888,1
389,1
3896,1
3904,1
3935,1
3943,1
3950,1
3962,1
3970,1
3981,1
3982,1
3989,1
399,1
3990,1
3991,1
3995,1
4009,1
4011,1
4015,1
4018,1
4029,1
4030,1
4033,1
4037,1
4038,1
4040,1
4049,1
4103,1
411,1
4110,1
4136,1
4148,1
4150,1
4154,1
4159,1
4163,1
417,1
4177,1
4179,1
4220,1
4222,1
4235,1
4252,1
4256,1
4259,1
4260,1
428,1
4283,1
4304,1
4319,1
4326,1
4329,1
4330,1
4336,1
4347,1
4383,1
4394,1
4397,1
4413,1
4424,1
4454,1
4479,1
4496,1
4499,1
4505,1
4507,1
4529,1
4531,1
4546,1
4551,1
4570,1
4573,1
4578,1
4581,1
4582,1
4609,1
4612,1
4614,1
4615,1
4625,1
4671,1
4678,1
4693,1
4694,1
4702,1
4714,1
4716,1
4728,1
4739,1
474,1
4749,1
4769,1
4775,1
478,1
4803,1
4804,1
4805,1
4819,1
4824,1
4826,1
4835,1
4839,1
4842,1
4875,1
4882,1
4907,1
4910,1
4914,1
4916,1
4919,1
4922,1
4929,1
4931,1
4932,1
4957,1
4958,1
4960,1
5006,1
5021,1
5042,1
5057,1
5059,1
5063,1
5078,1
5085,1
5128,1
514,1
5152,1
5156,1
5162,1
5178,1
5182,1
5184,1
5195,1
5210,1
5222,1
5223,1
5227,1
5236,1
5237,1
5262,1
5272,1
5275,1
5279,1
5295,1
5298,1
5314,1
5335,1
5346,1
5354,1
5357,1
5376,1
5381,1
5392,1
5395,1
5400,1
5413,1
5429,1
5433,1
5442,1
5446,1
5491,1
5493,1
5494,1
5499,1
5545,1
555,1
5557,1
5566,1
5588,1
5598,1
5603,1
5622,1
5625,1
5629,1
5636,1
5647,1
5658,1
5672,1
5720,1
5730,1
5742,1
5756,1
5762,1
5768,1
5779,1
5780,1
5782,1
5783,1
5784,1
5796,1
5798,1
5816,1
5841,1
5854,1
5864,1
5871,1
5886,1
5890,1
5892,1
5893,1
5895,1
5904,1
5918,1
5921,1
5927,1
5934,1
5951,1
5953,1
5972,1
5984,1
5999,1
6002,1
6010,1
6019,1
6028,1
6042,1
6053,1
6054,1
6070,1
6074,1
6079,1
6097,1
6098,1
6124,1
6137,1
6142,1
6143,1
6149,1
6158,1
6160,1
6173,1
6175,1
6176,1
6177,1
6194,1
6196,1
6197,1
6201,1
6217,1
6228,1
6235,1
6240,1
6253,1
6289,1
6290,1
6293,1
6297,1
6310,1
6314,1
6317,1
6327,1
6328,1
6330,1
6332,1
6335,1
6337,1
6340,1
6344,1
6351,1
6358,1
6367,1
6408,1
6415,1
6433,1
6435,1
6475,1
6477,1
6484,1
6494,1
6511,1
6513,1
6526,1
6531,1
6535,1
6539,1
6556,1
6585,1
6593,1
664,1
6658,1
6661,1
6669,1
6686,1
6693,1
6705,1
6708,1
6710,1
6712,1
6722,1
6748,1
6755,1
6756,1
6773,1
6774,1
6777,1
6784,1
6793,1
6804,1
6811,1
6814,1
6821,1
6827,1
6829,1
6836,1
6851,1
6865,1
6881,1
6909,1
6910,1
6924,1
6930,1
6932,1
6934,1
6938,1
6943,1
6944,1
6950,1
6960,1
6965,1
6979,1
6989,1
7001,1
7013,1
7023,1
7030,1
7041,1
7053,1
7055,1
7059,1
7060,1
7065,1
7081,1
7100,1
7101,1
7103,1
7106,1
7118,1
7129,1
7133,1
7150,1
7174,1
718,1
7185,1
7257,1
7282,1
7295,1
7303,1
732,1
7345,1
7369,1
7371,1
7401,1
7408,1
7416,1
7423,1
7432,1
7437,1
7449,1
7468,1
7470,1
7480,1
7500,1
7516,1
7523,1
7530,1
7532,1
7534,1
7540,1
7556,1
7560,1
7588,1
7606,1
7618,1
7620,1
7624,1
7631,1
7642,1
7645,1
7650,1
7665,1
7680,1
7688,1
7701,1
7720,1
7747,1
7748,1
7760,1
7774,1
7797,1
7799,1
7811,1
7812,1
7841,1
7845,1
7851,1
7855,1
7867,1
787,1
7876,1
7887,1
7911,1
7931,1
7935,1
7938,1
7939,1
7947,1
795,1
7955,1
7966,1
7967,1
7980,1
7984,1
800,1
8000,1
8007,1
8009,1
8026,1
8044,1
8053,1
8064,1
8068,1
8078,1
8079,1
809,1
8102,1
8107,1
8114,1
8115,1
8139,1
8160,1
8194,1
8197,1
8204,1
8209,1
8223,1
8231,1
8237,1
8249,1
8257,1
8258,1
8268,1
8272,1
8294,1
8295,1
8305,1
8308,1
8314,1
8315,1
8317,1
8346,1
8363,1
8383,1
8386,1
8395,1
8399,1
8410,1
8415,1
8419,1
8420,1
8425,1
8426,1
8451,1
8452,1
8459,1
8466,1
8471,1
8472,1
8494,1
8507,1
8533,1
8543,1
8546,1
8561,1
8566,1
8571,1
8582,1
8591,1
8596,1
8606,1
8608,1
8612,1
8615,1
8620,1
8633,1
8637,1
8649,1
8668,1
867,1
8672,1
8691,1
8693,1
8712,1
8726,1
8760,1
8770,1
8771,1
8798,1
8800,1
8805,1
8813,1
8818,1
8819,1
8825,1
8827,1
8828,1
8830,1
8840,1
8857,1
8875,1
8888,1
8898,1
8903,1
8904,1
8909,1
8911,1
8940,1
8948,1
8964,1
8966,1
8967,1
8976,1
8983,1
8988,1
8999,1
9006,1
9010,1
9051,1
9067,1
9075,1
9079,1
9080,1
9094,1
9097,1
9120,1
9128,1
9139,1
9147,1
9152,1
9153,1
9160,1
9161,1
9164,1
9165,1
9169,1
9172,1
9178,1
9193,1
9212,1
9216,1
9218,1
9220,1
9244,1
9253,1
9279,1
9292,1
930,1
9301,1
9303,1
9319,1
9327,1
935,1
9357,1
9367,1
9373,1
9374,1
9416,1
943,1
9437,1
9443,1
9444,1
9449,1
945,1
9452,1
9455,1
9459,1
9461,1
9466,1
9477,1
9513,1
9530,1
9549,1
9561,1
9568,1
957,1
9571,1
9576,1
9584,1
9585,1
9592,1
9594,1
962,1
9622,1
9634,1
9635,1
9676,1
9686,1
9694,1
9710,1
9711,1
9713,1
9717,1
9723,1
9729,1
9732,1
9741,1
9754,1
9761,1
9773,1
9802,1
9809,1
9814,1
9815,1
9819,1
9832,1
9900,1
9908,1
9910,1
9911,1
9934,1
9937,1
9943,1
9959,1
9968,1
9978,1
9991,1
count,1
word,1
