word,count
задача_структура,6160
версия_анализ,6201
программа_кодировка,9301
документ_стандарт,2794
библиотека_тестирование,5433
библиотека_ошибка,1776
тестирование_версия,8582
компьютер_язык,8668
шифрование,3282
тестирование,6194
словарь_синтаксис,3981
папка_документ,3489
диск_стандарт,7282
диск_стандарт,5927
данные_система,2004
словарь_ошибка,3989
пользователь,1160
список_модуль,9832
синтаксис_ошибка,7935
диск_стандарт,3019
программирование_функция,9080
версия,6710
интерфейс,4739
привет_данные,1886
память_процессор,9357
функция,3859
документ_стандарт,9373
диск_документ,7560
модуль_синтаксис,8546
папка_стандарт,6811
структура_интерфейс,2409
анализ_сервер,5776
сеть_безопасность,1202
процессор_папка,3995
шифрование_бит,4826
программирование,2593
кодировка_алгоритм,6943
компьютер,6513
модуль,2058
сервер_клиент,1193
версия_задача,8315
тестирование,8044
база_код,9051
бит_процессор,2572
отладка_проект,5625
байт_бит,6337
привет,3355
база_программирование,1799
ошибка_версия,5554
информация,8818
список,6418
код_список,2124
мир_текст,1557
решение_структура,5682
память_процессор,3007
версия_анализ,2170
интерфейс_клиент,4882
пароль_память,1474
синтаксис,7030
структура,2379
бит_память,7984
тестирование_решение,9081
шифрование,4009
бит_диск,4260
папка_документ,3581
код_словарь,7620
данные,5223
решение_пользователь,6658
синтаксис_отладка,5128
память_процессор,1283
модуль_библиотека,8904
анализ_интерфейс,3853
синтаксис,6829
решение_структура,9710
кодировка_информация,5237
язык_программирование,3360
данные_текст,2436
словарь_модуль,5227
бит_папка,3574
бит,6865
анализ,5381
программирование_код,8471
шифрование,7500
привет_файл,3809
файл,5152
база,1637
ошибка_версия,5603
версия_решение,6585
алгоритм_база,4678
интерфейс_пользователь,2544
модуль_библиотека,2834
кодировка,7053
проект,9635
кодировка,4570
привет_программа,6836
система_алгоритм,6851
программа,3677
процессор_папка,2734
функция_переменная,3055
язык_переменная,8620
код_список,3046
процессор_диск,8139
база_код,6814
компьютер_язык,1271
база_программирование,1894
язык_переменная,7074
язык,5275
код_список,7812
документ,6881
переменная_список,5895
пользователь_клиент,9444
информация_разработка,5446
разработка_база,5953
шифрование_процессор,4932
алгоритм_программирование,2673
проект_анализ,2880
модуль_библиотека,3263
пароль,3467
решение,4907
библиотека_тестирование,2981
отладка_версия,1664
модуль,7059
переменная,5178
файл_система,8898
база_программирование,4728
система,6511
формат_стандарт,3647
пароль_шифрование,1091
бит,8415
модуль_синтаксис,9572
программа_кодировка,4922
тестирование_версия,8612
пароль_память,2823
сервер_сеть,8637
язык,6418
процессор,4835
отладка_задача,9549
мир_файл,6079
информация_компьютер,2036
безопасность_шифрование,8389
библиотека_тестирование,6314
библиотека_отладка,5499
диск_папка,2857
база_компьютер,9934
тестирование_версия,7408
информация,6367
бит_память,4454
сеть,3962
документ_стандарт,7624
программа_кодировка,6804
память_процессор,3862
интерфейс_сервер,3422
база_код,8988
клиент_пароль,7449
база,1926
структура_интерфейс,4103
интерфейс_клиент,6142
список_модуль,2469
байт,1164
синтаксис_тестирование,7174
файл_система,8494
язык_код,1477
отладка_задача,7188
привет_программа,1231
структура_клиент,5078
задача_структура,8426
разработка_компьютер,4159
компьютер_язык,7001
система,9455
тестирование_версия,9006
шифрование_память,4319
текст_разработка,4033
информация,8771
версия_проект,8257
алгоритм_программирование,9277
проект_анализ,3801
пароль_шифрование,8078
синтаксис_тестирование,8566
мир_файл,4615
шифрование_бит,7470
документ_формат,9212
словарь_модуль,7188
отладка_проект,9568
синтаксис_версия,6773
сервер_клиент,4529
сервер_безопасность,2899
задача_интерфейс,4507
отладка_версия,5413
тестирование,8009
диск_стандарт,8660
разработка_язык,2477
синтаксис_тестирование,7618
привет_данные,4110
документ,7585
решение_анализ,1450
программа_текст,7911
библиотека_ошибка,5059
данные_кодировка,3585
задача_решение,5184
решение_структура,7060
решение_интерфейс,9773
система_информация,5972
текст_информация,8596
текст_система,4330
функция_модуль,3461
алгоритм,7133
ошибка,2894
сеть_пароль,9576
кодировка_разработка,8466
тестирование,8194
сеть_пароль,8819
мир_программа,4702
список_библиотека,4347
привет_файл,1966
программирование_переменная,2194
процессор_папка,4235
задача_структура,8760
привет_мир,1359
диск_формат,1207
язык_функция,2080
папка_формат,9139
компьютер_код,3348
разработка_база,2691
модуль,5195
ошибка_проект,2390
проект_задача,8258
кодировка_информация,5672
проект_анализ,2780
привет_мир,3303
база_компьютер,2327
словарь_модуль,8649
пользователь,3868
сервер_клиент,4220
байт_бит,4505
синтаксис_ошибка,5742
база,2403
разработка,5493
привет_файл,7841
список_синтаксис,8223
переменная,9530
список_синтаксис,7074
байт_память,1715
файл_информация,5210
текст_разработка,3072
синтаксис,3450
программирование_функция,1011
версия_решение,4929
модуль_синтаксис,7947
привет_файл,9609
процессор_папка,8591
переменная,8383
библиотека_ошибка,4957
данные_система,8272
библиотека_отладка,9908
стандарт,7830
список_модуль,4578
кодировка_алгоритм,7523
процессор,7295
система_база,4910
память_процессор,9802
диск_формат,2685
шифрование_память,7530
данные,2917
кодировка_алгоритм,6477
пользователь_сервер,9153
мир,5783
алгоритм,5279
клиент,6934
разработка_компьютер,6293
безопасность_бит,9622
информация_база,4329
компьютер_код,6705
модуль_библиотека,6327
стандарт,6435
код,5529
алгоритм_программирование,9128
данные_кодировка,5839
пользователь,1949
алгоритм_язык,3139
безопасность_бит,4694
папка,2207
клиент_сеть,6531
память_папка,7588
пользователь_сеть,7238
клиент_сеть,6328
клиент_шифрование,9815
привет_данные,5768
проект_задача,1690
файл_текст,1349
модуль_библиотека,6712
разработка_база,2726
информация_алгоритм,7760
сеть_пароль,1417
сервер_клиент,5839
сервер_сеть,8800
задача_структура,2609
сеть_пароль,4819
функция_модуль,2954
переменная_библиотека,8452
список_синтаксис,4824
привет_данные,5951
привет_данные,2898
функция_список,8175
модуль_отладка,9244
программирование_переменная,3262
система_информация,8813
система_информация,6722
функция_список,6450
структура_сервер,7303
байт_диск,1152
проект_структура,1440
код_словарь,6340
диск_формат,3339
клиент,8451
безопасность_пароль,8346
мир_файл,3896
функция_модуль,9081
пользователь_клиент,3415
текст_разработка,7701
библиотека_ошибка,1951
словарь_библиотека,4029
задача_интерфейс,6593
память_документ,3163
текст_разработка,4040
информация_разработка,2175
привет,7238
шифрование_байт,1557
анализ,5557
функция_словарь,6002
функция_модуль,8533
отладка,8825
документ,2890
информация_алгоритм,6158
структура_клиент,1789
папка_стандарт,1831
отладка_версия,3352
информация_алгоритм,2583
данные_система,7468
компьютер_функция,3885
функция_модуль,9612
тестирование_задача,6570
программирование_список,9164
программирование_код,7980
программирование,8425
программа,7205
пользователь_сеть,7516
программирование_код,3422
программирование_переменная,6124
мир_программа,2976
память_документ,2294
стандарт,1090
код,2786
алгоритм,8940
компьютер_код,1360
отладка_тестирование,4804
память_диск,7065
данные,5780
интерфейс_клиент,7631
мир_текст,2334
отладка,8507
файл_система,1498
сеть_безопасность,3418
задача_структура,7811
файл_система,4252
папка_документ,9286
процессор_формат,8399
модуль,9172
процессор,6235
сеть_безопасность,7680
информация_разработка,1150
кодировка_разработка,1192
анализ_интерфейс,6433
текст,8903
синтаксис_ошибка,8805
безопасность_пароль,1403
текст_система,3134
переменная_список,3128
безопасность_шифрование,8875
модуль_ошибка,9459
клиент_пароль,9694
список_синтаксис,3836
система_разработка,8160
список_библиотека,9584
привет,6415
данные_система,5063
файл_система,6979
система_алгоритм,8053
память_папка,9572
алгоритм,8410
кодировка,3510
бит_диск,8204
синтаксис_версия,2985
пароль_байт,8419
клиент_безопасность,7118
сервер_пароль,1378
формат,9292
бит,1893
пароль_шифрование,3990
проект_задача,5588
папка_формат,9152
сеть_шифрование,6965
привет_программа,1464
версия_задача,6332
клиент_шифрование,7747
версия_проект,8633
бит_папка,7536
папка_документ,3381
библиотека_синтаксис,7839
список_модуль,2332
привет_файл,3309
информация,4546
сервер_безопасность,3723
пользователь_сервер,9461
версия_анализ,1051
словарь,2053
формат,1004
файл_кодировка,3420
отладка_проект,4916
пользователь_сеть,3288
данные_текст,5429
отладка,1092
проект_анализ,9094
компьютер_язык,1462
язык_переменная,1499
пользователь_клиент,3718
переменная_модуль,8395
задача,3471
структура,8317
мир_файл,3528
анализ_сервер,1836
компьютер_язык,6950
безопасность,9312
диск_папка,3171
бит_диск,4383
сервер_безопасность,7876
программа_данные,1294
решение_структура,7720
мир_текст,9279
пароль_шифрование,6333
шифрование_бит,9253
пароль_память,9312
отладка_тестирование,1571
пользователь_сервер,2922
задача,5042
проект_решение,1207
данные,6197
байт_диск,9218
алгоритм_база,6019
список,6989
папка_документ,3792
переменная_библиотека,8107
переменная,3746
синтаксис,3674
память,1610
программирование,8561
структура,9676
пользователь,7931
пользователь_сервер,6909
шифрование_байт,4614
кодировка_информация,9160
функция_список,2205
диск_документ,2585
документ_стандарт,6570
переменная_список,9612
структура_интерфейс,3140
безопасность_пароль,7665
мир_программа,1050
структура_пользователь,9443
клиент,6176
ошибка_версия,2700
отладка_тестирование,4179
файл_кодировка,1926
список_синтаксис,9286
тестирование_проект,4479
безопасность_шифрование,9585
пароль_память,8026
пользователь_безопасность,9571
переменная_модуль,8386
алгоритм_компьютер,6143
диск_стандарт,8308
пароль_память,4803
программа_данные,7423
пользователь_сеть,8770
код_переменная,2233
папка,6793
язык_программирование,9178
версия,2946
пароль_бит,1956
версия_задача,9165
переменная,7898
память_диск,9235
компьютер_код,1402
база_компьютер,1160
бит_процессор,8007
синтаксис_версия,6228
текст,2266
версия,5636
разработка_алгоритм,7839
отладка,9235
разработка,2998
сервер,3310
алгоритм_язык,2184
база_код,3170
синтаксис_тестирование,7887
тестирование_проект,3634
файл_информация,1300
клиент_шифрование,9437
файл_кодировка,7257
язык_переменная,7650
версия_анализ,3395
клиент,6755
шифрование_память,7534
программа,6686
сервер_клиент,1006
пароль_память,5816
документ,8983
мир_текст,9367
текст_система,3105
диск_формат,8175
интерфейс_сеть,6196
память_процессор,1045
язык_программирование,6556
кодировка_информация,8660
решение_интерфейс,5162
данные_файл,8964
код_словарь,9717
процессор_формат,5762
переменная_модуль,2896
тестирование_задача,8691
безопасность_пароль,5222
файл_система,2368
бит,5295
система_информация,3545
клиент_шифрование,1476
код,8680
список,9814
безопасность_байт,5314
память,1709
байт_память,4148
код,5085
задача_решение,6944
анализ_сервер,5871
безопасность_бит,8693
анализ,8828
текст_разработка,9120
язык_функция,8295
текст_информация,5629
синтаксис_ошибка,4030
проект_анализ,4551
версия_решение,6317
сеть,7150
мир_данные,3709
ошибка_проект,9449
словарь_модуль,9010
файл_система,3935
функция_список,1950
список,2223
алгоритм_компьютер,4958
привет_данные,5918
модуль_отладка,2710
анализ_структура,6494
задача_интерфейс,3820
отладка_задача,8830
мир_данные,2502
программирование_функция,9277
шифрование_байт,2942
кодировка_информация,8472
кодировка_система,4336
стандарт,1231
данные_текст,6774
система_база,3536
переменная_библиотека,6484
папка_стандарт,5442
задача_решение,7432
версия_проект,7898
шифрование_байт,7938
структура_клиент,7688
сеть_пароль,4304
разработка_алгоритм,6535
разработка_алгоритм,1606
программирование_переменная,8064
язык_программирование,1729
данные_файл,8571
текст_система,4018
модуль_синтаксис,4015
словарь_библиотека,5622
бит_процессор,8967
функция_модуль,8294
словарь_синтаксис,9374
данные_текст,1877
данные_система,3208
привет_данные,6932
библиотека,5784
кодировка,7532
диск_документ,3982
байт_память,4222
шифрование_память,2518
информация_алгоритм,7369
интерфейс_пользователь,4326
отладка_задача,1897
папка,6910
документ_стандарт,4394
безопасность_бит,1082
пользователь_клиент,3970
мир_программа,4531
задача_структура,4283
процессор_диск,8305
список_библиотека,5545
тестирование_проект,4163
кодировка_разработка,3126
список,5354
список_библиотека,3850
безопасность_шифрование,2038
процессор_диск,3888
модуль_ошибка,2559
безопасность,2729
модуль,5756
сеть_безопасность,2699
документ_стандарт,9991
процессор_диск,1469
программирование_переменная,7540
алгоритм_компьютер,5904
словарь,5529
решение_интерфейс,3681
алгоритм_язык,1043
шифрование_байт,2946
проект,1956
анализ,2895
ошибка_версия,5892
функция_переменная,9220
анализ,4625
база_компьютер,4716
формат_стандарт,1237
данные_текст,3446
пароль_байт,9729
модуль_ошибка,4177
задача,7830
бит_диск,1972
пароль_бит,9097
проект_задача,2568
программирование,3950
система_алгоритм,3181
стандарт,6253
привет_данные,4413
диск,5272
папка,6175
документ,7966
диск_формат,3499
диск_формат,6351
папка_документ,9711
код_функция,3339
проект_анализ,8672
анализ_сервер,1961
процессор_документ,7606
интерфейс_пользователь,9713
список_словарь,5346
программа_кодировка,2161
версия_решение,3364
список_словарь,8231
интерфейс_сеть,6335
компьютер_код,4769
модуль,9900
текст_разработка,9959
система_база,2244
мир_текст,1399
данные,9513
процессор_документ,7013
кодировка,3904
список_синтаксис,6344
решение_пользователь,6333
тестирование_решение,6960
документ_формат,8999
файл_система,7345
задача_интерфейс,1840
версия,1592
тестирование,7556
программа_файл,9723
кодировка,3624
сервер,7797
код_словарь,7748
пользователь_безопасность,6097
информация_разработка,1203
версия_задача,2964
тестирование_версия,3747
пользователь_безопасность,3582
программирование_функция,3991
код,7437
информация_алгоритм,5262
переменная_словарь,2823
модуль,4960
тестирование,9303
пользователь,2898
клиент_безопасность,9809
тестирование_версия,9910
сеть_шифрование,3266
диск_папка,9216
формат_стандарт,8114
переменная,4919
диск,4914
язык_программирование,3315
разработка_база,5392
проект_структура,1665
тестирование_решение,2353
версия,7371
решение_структура,3747
версия_задача,5400
библиотека_синтаксис,2129
сервер_безопасность,2458
шифрование_память,9609
шифрование,8976
алгоритм_база,6756
функция_переменная,7416
бит_процессор,7967
память_документ,4775
данные_кодировка,5298
тестирование_задача,9319
библиотека_ошибка,6310
тестирование_версия,3314
программа_данные,9943
файл_кодировка,3344
процессор_папка,3764
система_база,5182
байт_бит,9147
анализ_сервер,3386
код_переменная,8268
пароль_память,5021
сеть_пароль,3943
процессор_формат,5921
версия_проект,6330
документ_формат,4397
разработка_база,8948
система_информация,2729
пароль,8102
программирование,1460
разработка_язык,6149
версия_решение,1685
процессор_диск,8726
анализ_пользователь,730
язык_программирование,427
синтаксис_тестирование,153
файл,178
отладка,677
данные_текст,348
интерфейс,310
привет,604
проект_решение,128
проект_задача,363
задача,736
программирование_функция,147
безопасность_пароль,186
система_база,392
база_код,801
разработка_язык,948
байт,288
безопасность,130
система,807
пароль_байт,314
анализ_сервер,576
кодировка,536
бит_диск,445
версия_решение,548
функция_словарь,492
текст_кодировка,493
папка_документ,438
мир,788
функция,493
компьютер_язык,708
текст_разработка,658
компьютер_язык,722
тестирование_проект,618
сеть_безопасность,592
алгоритм_база,341
байт_процессор,167
информация_компьютер,475
файл_кодировка,374
файл,763
компьютер_программирование,436
бит,511
привет_программа,904
структура,887
анализ_сервер,651
система_алгоритм,495
диск_стандарт,699
синтаксис_отладка,164
бит,373
память_папка,241
анализ_пользователь,936
диск_формат,641
кодировка_алгоритм,980
тестирование_проект,833
структура_интерфейс,519
бит_процессор,825
интерфейс_пользователь,754
задача_интерфейс,603
код_переменная,985
переменная_список,490
текст,332
задача_интерфейс,203
система_алгоритм,956
программирование,388
текст,686
функция_переменная,752
язык,491
шифрование_процессор,604
мир_данные,675
библиотека_синтаксис,885
анализ_структура,329
модуль_библиотека,819
тестирование_версия,676
переменная_библиотека,708
список_словарь,976
решение_интерфейс,657
тестирование_версия,234
пароль_память,531
проект_анализ,490
диск,278
пароль_память,686
пароль_шифрование,788
сеть_безопасность,112
код,673
текст_информация,350
информация_алгоритм,930
задача,252
программирование,528
бит_процессор,281
мир,479
список,678
пользователь_клиент,980
задача_анализ,584
интерфейс_сервер,668
шифрование_память,735
кодировка_алгоритм,621
программирование,882
информация_база,895
байт_бит,120
код_переменная,737
сервер,673
отладка_проект,674
шифрование_байт,849
версия,776
байт_процессор,471
сервер_безопасность,864
язык,746
документ_формат,860
бит_папка,421
разработка_алгоритм,953
проект_структура,301
алгоритм_программирование,505
шифрование_память,498
память,960
синтаксис,149
мир_программа,695
сеть_безопасность,277
байт_память,971
задача_структура,968
синтаксис_тестирование,998
система_информация,844
решение_интерфейс,993
проект_анализ,595
бит_диск,504
модуль_библиотека,194
стандарт,522
функция_словарь,614
компьютер_код,619
пароль,449
сеть_безопасность,959
анализ_структура,294
безопасность_бит,570
текст,194
синтаксис_отладка,400
шифрование_байт,328
алгоритм_язык,536
разработка_база,436
список_синтаксис,914
кодировка_система,948
компьютер_программирование,121
база_программирование,346
папка,186
бит,150
документ,775
пароль_память,271
процессор_папка,585
данные_кодировка,847
диск_формат,879
решение_структура,745
функция,326
тестирование_решение,792
алгоритм_программирование,630
ошибка_отладка,318
шифрование_память,748
бит_диск,523
библиотека_синтаксис,757
информация,984
файл_информация,392
пользователь_клиент,730
библиотека_ошибка,549
функция_переменная,325
переменная,551
интерфейс,433
функция_словарь,794
структура,859
анализ_структура,188
отладка_задача,643
отладка_тестирование,173
байт_процессор,671
ошибка_проект,460
память_диск,181
список_библиотека,340
код_список,975
разработка_алгоритм,430
синтаксис_версия,384
переменная_библиотека,659
компьютер_код,152
привет_файл,715
список,877
кодировка_система,297
клиент_шифрование,734
диск,545
мир_программа,978
пароль_память,736
библиотека_синтаксис,313
пароль_шифрование,671
словарь_ошибка,792
синтаксис_отладка,893
язык_функция,175
решение_структура,220
анализ,694
диск_документ,959
пароль_байт,972
система_разработка,273
программирование_код,149
диск_папка,630
сеть_шифрование,759
текст_система,966
сервер_сеть,262
переменная,109
задача,942
отладка_проект,887
клиент_безопасность,625
интерфейс,823
информация_компьютер,617
сервер_сеть,987
модуль_ошибка,462
данные_текст,496
папка_стандарт,816
алгоритм_программирование,600
программирование_переменная,464
документ_стандарт,694
тестирование_задача,778
документ_стандарт,316
алгоритм_компьютер,189
документ,797
память_документ,780
версия_решение,959
версия_анализ,976
алгоритм_компьютер,311
память_процессор,479
ошибка_проект,858
привет_мир,698
компьютер_язык,690
программа_текст,359
язык_функция,948
список_словарь,407
компьютер_программирование,431
ошибка_отладка,982
библиотека_ошибка,250
словарь_модуль,306
ошибка_проект,897
интерфейс_пользователь,345
язык_код,197
шифрование_память,527
безопасность_шифрование,810
ошибка_версия,595
сервер_клиент,188
байт_бит,959
язык_код,986
пользователь,365
задача_структура,904
задача_анализ,841
интерфейс,526
структура_интерфейс,988
решение_интерфейс,773
файл_кодировка,790
пароль_шифрование,312
сервер_безопасность,922
папка_документ,539
бит,174
кодировка,901
сервер_пароль,684
библиотека_тестирование,532
диск,109
бит_память,964
пароль,966
байт_память,117
байт_память,179
сервер_клиент,249
кодировка_информация,405
текст_информация,923
файл_информация,517
алгоритм,510
интерфейс,241
файл_кодировка,352
текст_кодировка,949
алгоритм_язык,378
привет_файл,748
диск_документ,462
алгоритм_база,257
безопасность_шифрование,934
алгоритм,677
процессор_документ,387
память_диск,889
безопасность_байт,803
пользователь_клиент,548
кодировка,938
задача_интерфейс,671
байт_диск,556
клиент_шифрование,973
сеть_байт,291
синтаксис_отладка,390
безопасность_шифрование,973
сеть,278
шифрование_байт,280
данные_система,727
база_код,356
программа_текст,290
словарь_синтаксис,210
безопасность_шифрование,516
привет_мир,684
решение_пользователь,779
сеть_пароль,538
файл_кодировка,834
язык_функция,825
безопасность_байт,333
тестирование,701
сервер_сеть,928
байт_память,981
код_переменная,818
анализ_сервер,684
бит,663
сеть,271
модуль_ошибка,956
синтаксис_отладка,261
папка_формат,288
бит_память,933
сервер_сеть,331
проект_анализ,182
анализ_сервер,993
тестирование,828
информация,776
тестирование_проект,421
процессор_формат,754
система_база,495
задача_структура,903
процессор,296
мир_файл,878
переменная_список,936
код_список,323
база_код,889
текст_система,182
список_словарь,114
отладка,851
байт_процессор,595
структура,419
модуль,441
код_словарь,458
байт_процессор,681
задача_интерфейс,557
информация_база,621
язык,752
пользователь_безопасность,458
библиотека_отладка,775
байт_бит,362
файл,269
интерфейс_пользователь,741
функция,172
папка_стандарт,344
алгоритм_язык,637
модуль_отладка,757
байт_процессор,887
разработка,835
привет,111
интерфейс,423
словарь,823
словарь,247
задача_интерфейс,808
структура,124
пароль,351
проект,722
память_диск,954
разработка,259
пользователь_сервер,328
диск_стандарт,920
память_документ,217
шифрование_память,997
папка,456
интерфейс_клиент,286
мир,858
пароль_шифрование,179
информация_разработка,193
пароль_память,810
текст_информация,413
память_процессор,932
бит,250
тестирование_задача,267
решение_структура,947
переменная_список,925
кодировка_алгоритм,242
файл,427
модуль,733
модуль,546
текст_система,622
список_библиотека,703
структура_интерфейс,119
мир,624
бит_память,672
версия,413
отладка_проект,329
база_компьютер,813
папка,200
ошибка_проект,477
тестирование_версия,752
сеть,344
пользователь_сервер,588
компьютер_код,755
модуль_синтаксис,942
память_папка,104
анализ,798
функция,628
папка_формат,673
словарь,261
процессор,436
пользователь_безопасность,356
